"work_year";"experience_level";"employment_type";"job_title";"salary_currency";"salary_in_usd";"employee_residence";"remote_ratio";"company_location";"company_size"
2022;"SE";"FT";"Analytics Engineer";"USD";231250;"US";100;"US";"M"
2022;"SE";"FT";"Analytics Engineer";"USD";245000;"US";0;"US";"M"
2022;"SE";"FT";"Analytics Engineer";"USD";250000;"US";0;"US";"M"
2022;"SE";"FT";"Analytics Engineer";"USD";250000;"US";0;"US";"M"
2022;"SE";"FT";"Analytics Engineer";"USD";48000;"AR";100;"US";"S"
2022;"SE";"FT";"Analytics Engineer";"USD";63000;"US";0;"US";"M"
2022;"SE";"FT";"Analytics Engineer";"USD";63000;"US";0;"US";"M"
2022;"SE";"FT";"Analytics Engineer";"GBP";80041;"GB";100;"GB";"M"
2022;"SE";"FT";"Analytics Engineer";"GBP";92350;"GB";0;"GB";"M"
2022;"SE";"FT";"Analytics Engineer";"GBP";102663;"GB";100;"GB";"M"
2022;"SE";"FT";"Analytics Engineer";"GBP";103432;"GB";0;"GB";"M"
2022;"SE";"FT";"Applied Data Scientist";"USD";177000;"US";100;"US";"L"
2022;"SE";"FT";"Applied Data Scientist";"USD";380000;"US";100;"US";"L"
2022;"SE";"FT";"Applied Machine Learning Scientist";"USD";108000;"US";0;"US";"L"
2022;"SE";"FT";"Applied Machine Learning Scientist";"USD";150000;"US";100;"US";"M"
2022;"SE";"FT";"Applied Machine Learning Scientist";"EUR";77119;"FR";100;"GB";"L"
2022;"SE";"FT";"Applied Scientist";"USD";141525;"US";100;"US";"M"
2022;"SE";"FT";"Applied Scientist";"USD";142000;"US";100;"US";"M"
2022;"SE";"FT";"Applied Scientist";"USD";142800;"US";100;"US";"M"
2022;"SE";"FT";"Applied Scientist";"USD";164000;"US";100;"US";"M"
2022;"SE";"FT";"Applied Scientist";"USD";184000;"US";100;"US";"M"
2022;"SE";"FT";"Applied Scientist";"USD";184000;"US";100;"US";"M"
2022;"SE";"FT";"Applied Scientist";"USD";184000;"US";100;"US";"M"
2022;"SE";"FT";"Applied Scientist";"USD";184000;"US";100;"US";"M"
2022;"SE";"FT";"Applied Scientist";"USD";191475;"US";100;"US";"M"
2022;"SE";"FT";"Applied Scientist";"USD";192000;"US";100;"US";"M"
2022;"SE";"FT";"Applied Scientist";"USD";196000;"US";100;"US";"M"
2022;"SE";"FT";"Applied Scientist";"USD";196000;"US";100;"US";"M"
2022;"SE";"FT";"Applied Scientist";"USD";205000;"US";100;"US";"M"
2022;"SE";"FT";"Applied Scientist";"USD";205000;"US";100;"US";"M"
2022;"SE";"FT";"Applied Scientist";"USD";205000;"US";100;"US";"M"
2022;"SE";"FT";"Applied Scientist";"USD";212800;"US";100;"US";"M"
2022;"SE";"FT";"Applied Scientist";"USD";230000;"US";100;"US";"M"
2022;"SE";"FT";"Applied Scientist";"USD";230000;"US";100;"US";"M"
2022;"SE";"FT";"BI Analyst";"USD";2e+05;"NG";100;"NG";"S"
2022;"SE";"FT";"BI Developer";"USD";120000;"US";100;"US";"M"
2022;"SE";"FT";"BI Developer";"USD";130000;"US";100;"US";"L"
2022;"SE";"FT";"BI Developer";"USD";140000;"US";100;"US";"M"
2022;"SE";"FT";"Big Data Engineer";"CAD";161311;"CA";50;"CA";"M"
2022;"SE";"FT";"Business Data Analyst";"USD";1e+05;"US";100;"US";"L"
2022;"SE";"FT";"Cloud Data Engineer";"EUR";12608;"SK";100;"SK";"S"
2022;"SE";"FT";"Cloud Database Engineer";"USD";160000;"US";100;"US";"M"
2022;"SE";"FT";"Cloud Database Engineer";"USD";190000;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";1e+05;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";1e+05;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";1e+05;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";1e+05;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";1e+05;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";1e+05;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";1e+05;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";1e+05;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";1e+05;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";102100;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";104000;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";105000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";105000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";105000;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";106260;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";109280;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";109280;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";110000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";110000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";110000;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";110600;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";110600;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";110600;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";110600;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";110600;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";110600;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";110600;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";110600;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";110925;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";110925;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";112900;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";112900;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";112900;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";112900;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";112900;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";113000;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";115000;"US";0;"US";"L"
2022;"SE";"FT";"Data Analyst";"USD";115000;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";115934;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";115934;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";115934;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";115934;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";115934;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";115934;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";115934;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";116000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";116000;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";116150;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";117000;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";117000;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";119000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";119000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";119000;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";120000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";120000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";120000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";120600;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";123648;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";124190;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";126500;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";127000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";127000;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";127000;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";128875;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";128875;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";129000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";130000;"CA";100;"CA";"M"
2022;"SE";"FT";"Data Analyst";"USD";130000;"CA";100;"CA";"M"
2022;"SE";"FT";"Data Analyst";"USD";130000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";130000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";130000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";130000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";130000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";130000;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";130050;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";131000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";132000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";135000;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";135000;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";135000;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";136260;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";136600;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";139600;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";140000;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";144000;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";144100;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";149000;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";150000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";150000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";150000;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";150000;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";150075;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";150075;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";154560;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";155000;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";164000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";166700;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";166700;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";169000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";169000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";169000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";169000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";169000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";169000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";169000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";169000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";170000;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";170000;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";170000;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";171000;"US";100;"AU";"L"
2022;"SE";"FT";"Data Analyst";"USD";175000;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";175950;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";177000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";192500;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";201000;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";216200;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";236600;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"EUR";36773;"ES";0;"ES";"M"
2022;"SE";"FT";"Data Analyst";"EUR";36773;"ES";0;"ES";"M"
2022;"SE";"FT";"Data Analyst";"EUR";36773;"ES";0;"ES";"M"
2022;"SE";"FT";"Data Analyst";"EUR";39925;"ES";0;"ES";"M"
2022;"SE";"FT";"Data Analyst";"EUR";50432;"ES";0;"ES";"M"
2022;"SE";"FT";"Data Analyst";"EUR";50432;"ES";0;"ES";"M"
2022;"SE";"FT";"Data Analyst";"EUR";50432;"ES";0;"ES";"M"
2022;"SE";"FT";"Data Analyst";"EUR";50432;"ES";0;"ES";"M"
2022;"SE";"FT";"Data Analyst";"GBP";61566;"GB";0;"GB";"M"
2022;"SE";"FT";"Data Analyst";"USD";52500;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";55000;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"GBP";70186;"GB";0;"GB";"M"
2022;"SE";"FT";"Data Analyst";"USD";60000;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";61300;"CA";100;"CA";"M"
2022;"SE";"FT";"Data Analyst";"USD";61300;"CA";100;"CA";"M"
2022;"SE";"FT";"Data Analyst";"USD";65000;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";68400;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";69000;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"GBP";86193;"GB";0;"GB";"M"
2022;"SE";"FT";"Data Analyst";"USD";70000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";70000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"GBP";92350;"GB";0;"GB";"M"
2022;"SE";"FT";"Data Analyst";"USD";80000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";80000;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";81666;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";81666;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";81666;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";81666;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";81666;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";81666;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";81666;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";84900;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";85700;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";89200;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";89200;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";90320;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";90320;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";90320;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";90320;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";90320;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";90320;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";93700;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";93700;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";95000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";95000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";95000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";95000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";95000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";95000;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";96000;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";99000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";99000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";99000;"US";0;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";99050;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";99450;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";99450;"US";100;"US";"M"
2022;"SE";"FT";"Data Analyst";"USD";99750;"US";100;"US";"M"
2022;"SE";"FT";"Data Analytics Lead";"USD";405000;"US";100;"US";"L"
2022;"SE";"FT";"Data Analytics Manager";"USD";105400;"US";100;"US";"M"
2022;"SE";"FT";"Data Analytics Manager";"USD";109280;"US";100;"US";"M"
2022;"SE";"FT";"Data Analytics Manager";"USD";133000;"NL";0;"NL";"L"
2022;"SE";"FT";"Data Analytics Manager";"USD";145000;"US";100;"US";"M"
2022;"SE";"FT";"Data Analytics Manager";"USD";150260;"US";100;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";102100;"US";0;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";113900;"US";100;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";113900;"US";100;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";128000;"US";0;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";131300;"US";100;"US";"L"
2022;"SE";"FT";"Data Architect";"USD";131300;"US";100;"US";"L"
2022;"SE";"FT";"Data Architect";"USD";135000;"US";100;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";135000;"US";100;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";135000;"US";100;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";135000;"US";100;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";135000;"US";100;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";136000;"US";100;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";141300;"US";0;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";144854;"US";100;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";144854;"US";100;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";147800;"US";100;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";149040;"US";100;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";149040;"US";100;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";160000;"US";100;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";175000;"US";100;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";180000;"US";100;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";190000;"US";100;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";190000;"US";100;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";190000;"US";100;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";190000;"US";100;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";190000;"US";100;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";192400;"CA";100;"CA";"M"
2022;"SE";"FT";"Data Architect";"USD";192564;"US";100;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";192564;"US";100;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";195400;"US";100;"US";"L"
2022;"SE";"FT";"Data Architect";"USD";195400;"US";100;"US";"L"
2022;"SE";"FT";"Data Architect";"USD";208775;"US";100;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";210000;"US";100;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";213120;"US";100;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";225000;"US";100;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";230400;"US";0;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";235000;"US";100;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";250000;"US";0;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";250000;"US";0;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";266400;"US";100;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";345600;"US";0;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";63000;"US";0;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";63000;"US";0;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";66000;"US";100;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";81500;"US";0;"US";"M"
2022;"SE";"FT";"Data Architect";"USD";90700;"CA";100;"CA";"M"
2022;"SE";"FT";"Data Engineer";"USD";1e+05;"US";0;"US";"L"
2022;"SE";"FT";"Data Engineer";"USD";1e+05;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";1e+05;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";1e+05;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";1e+05;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";1e+05;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";1e+05;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";1e+05;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";1e+05;"US";100;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";1e+05;"US";100;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";1e+05;"US";100;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";1e+05;"US";100;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";1e+05;"US";100;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";100800;"US";100;"US";"L"
2022;"SE";"FT";"Data Engineer";"USD";101570;"US";100;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";102000;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";102100;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";102100;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";105000;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";105000;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";105000;"US";100;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";105000;"US";100;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";105200;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";105700;"US";0;"US";"L"
2022;"SE";"FT";"Data Engineer";"USD";106500;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";106800;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";106800;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";106800;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";108800;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";110000;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";110000;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";110000;"US";100;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";110000;"US";100;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";110500;"US";100;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";113000;"US";0;"US";"L"
2022;"SE";"FT";"Data Engineer";"USD";115000;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";115000;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";115000;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";115000;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";115000;"US";100;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";115000;"US";100;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";115000;"US";100;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";116250;"US";100;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";117000;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";120000;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";120000;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";120000;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";120000;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";120000;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";120000;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";120000;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";120000;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";120000;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";120000;"US";100;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";122600;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";125000;"US";100;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";126000;"US";100;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";126000;"US";100;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";128500;"US";100;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";128875;"US";100;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";129300;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";129300;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";129300;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";129300;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";129300;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";129300;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";129300;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";129400;"US";100;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";129400;"US";100;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";130000;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";130000;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";130000;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";130000;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";130000;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";130000;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";130000;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";130000;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";130000;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";130000;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";130000;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";130000;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";130000;"US";100;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";130000;"US";100;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";130000;"US";100;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";130000;"US";100;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";130500;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";130500;"US";0;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";131300;"US";100;"US";"L"
2022;"SE";"FT";"Data Engineer";"USD";132000;"CA";0;"CA";"M"
2022;"SE";"FT";"Data Engineer";"USD";132000;"US";100;"US";"M"
2022;"SE";"FT";"Data Engineer";"USD";132100;"US";100;"US";"L"
2022;"SE";"FT";"Data Engineer";"USD";132100;"US";100;"US";"L"
2022;"SE";"FT";"Data Engineer";"USD";132320;"US";0;"US";"M"
